Month,Circulating Supply,Total Supply,Token Price,Tokens Staked,Tokens Burnt,Tokens Fee Distributed,Tokens Fee to DAO,DAO Treasury,Total Burnt Tokens,Market Sentiment Index,Net Token Demand,Missions,Initiator Rewards Pool,Reward per Mission,Halving Index,Builders Sold,Fellowship Sold
33,109243203.32506198,200000000,15.279901745930191,2744248.0195358815,274425.52282465465,24698224.967112266,2744255.2282465464,73956796.67493802,7151678.308597171,1.0,22172854.12355615,1903425,0.0,4.76837158203125e-07,30,55555.555555555555,4939644.993422453
34,108696151.65273975,200000000,16.64345276435394,2401883.2457332527,240188.71724600732,21616945.284872454,2401887.172460073,75126070.56948248,7391867.025843178,1.0,19399699.12755647,1835027,0.0,2.384185791015625e-07,31,55555.555555555555,4323389.056974491
35,108487493.80372827,200000000,17.93339943895255,2082981.2473917722,208298.12473917723,18746831.226525947,2082981.247391772,75956950.64071621,7600165.150582355,1.0,16816592.548317794,1733400,0.0,1.1920928955078125e-07,32,55555.555555555555,3749366.24530519
36,108737771.61262493,200000000,19.894373264935343,1637889.129720718,163789.35906708168,14740997.706536362,1637893.5906708166,76328895.05404174,7763954.509649437,1.7999999999999998,13211346.841277268,1468646,0.0,5.960464477539063e-08,33,55555.555555555555,2948199.5413072724
37,108889528.75793299,200000000,22.206214543047345,1742605.2853398432,174261.3327814862,15683439.52558357,1742613.3278148621,76799360.1309559,7938215.842430923,1.7999999999999998,14059548.059944674,1733402,0.0,2.9802322387695312e-08,34,55555.555555555555,3136687.9051167145
38,109113714.55726169,200000000,24.6855863467712,1678022.1558143378,167802.5758409451,15102195.799733926,1678025.758409451,77197396.55384943,8106018.4182718685,1.7999999999999998,13536424.26680009,1863126,0.0,1.4901161193847656e-08,35,55555.555555555555,3020439.1599467853
39,109582221.5720036,200000000,25.993406422073996,1440332.0018627204,144033.84833777937,12962981.53524941,1440338.4833777936,77351111.76132974,8250052.266609648,1.0,11611134.307683986,1777772,0.0,7.450580596923828e-09,36,55555.555555555555,2592596.307049882
40,110095089.70648837,200000000,27.057985496932304,1398533.1283524574,139853.92837596172,12586791.999764955,1398539.2837596172,77460465.8490672,8389906.19498561,0.8,11272563.399640065,1817632,0.0,3.725290298461914e-09,37,55555.555555555555,2517358.399952991
41,110652113.77708282,200000000,28.12705079894465,1356205.1766256003,135620.59157789272,12205845.850477075,1356205.915778927,77525664.00069499,8525526.786563503,0.8,10929706.449027136,1834809,0.0,1.862645149230957e-09,38,55555.555555555555,2441169.1700954153
42,111101641.20778337,200000000,29.92086231669992,1464789.191533222,146478.9191533222,13183102.723798998,1464789.1915332219,77698358.79221663,8672005.705716824,1.2000000000000002,11809236.89586354,2060010,0.0,9.313225746154785e-10,39,55555.555555555555,2636620.5447597997
43,111874758.08715607,200000000,31.152660957357437,1144073.9788068894,114407.79893864888,10296661.798682405,1144077.9893864887,77547464.13506617,8786413.504655473,1.0,9211444.073838208,1711584,0.0,4.656612873077393e-10,40,55555.555555555555,2059332.359736481
44,112802472.596262,200000000,32.24889630983355,986962.8807018003,98696.54487007302,8882663.358317273,986965.4487007302,77241971.84818245,8885110.049525546,1.0,7938844.034928921,1537326,0.0,2.3283064365386963e-10,41,55555.555555555555,1776532.6716634547
45,113605840.21207725,200000000,33.51278553468928,1106218.3231716352,110622.08038766874,9955962.427839665,1106220.8038766873,77060826.45458943,8995732.129913215,1.0,8904813.110205194,1783716,0.0,1.1641532182693481e-10,42,55555.555555555555,1991192.485567933
46,114473301.64784685,200000000,34.98146370443442,1039106.7004547901,103910.7894029104,9351959.110518798,1039107.894029104,76815587.24104205,9099642.919316124,1.2,8361208.837485677,1741168,0.0,5.820766091346741e-11,43,55555.555555555555,1870391.8221037597
47,115163204.32230683,200000000,36.761405382994916,1212575.3329933686,121257.93351129249,10913173.99482076,1212579.335112925,76747906.78880428,9220900.852827417,1.2,9766305.041902686,2120883,0.0,2.9103830456733704e-11,44,55555.555555555555,2182634.798964152
48,116208083.99557362,200000000,38.720725990496916,856473.7847200045,85647.43287688457,7708263.518431199,856474.3287688456,76325249.33775972,9306548.285704302,1.7999999999999998,6881882.155081362,1574259,0.0,1.4551915228366852e-11,45,55555.555555555555,1541652.70368624
49,117072924.3726922,200000000,40.09050944074656,1029468.3010278043,102946.93340662862,9265213.676211756,1029469.3340662862,76082631.18286334,9409495.21911093,1.0,8283137.786073507,1993088,0.0,7.275957614183426e-12,46,55555.555555555555,1853042.7352423512
50,117909868.83671121,200000000,41.53152558650327,1053318.119152682,105332.16112509853,9479859.580275834,1053321.6112509852,75867908.9410666,9514827.38023603,1.0,8476321.558790997,2111403,0.0,3.637978807091713e-12,47,55555.555555555555,1895971.9160551669
51,118870050.39202942,200000000,42.832834923895945,926503.408112337,92650.58159217922,8338528.265201577,926505.8159217922,75529949.60797061,9607477.96182821,1.0,7449122.290935317,1923955,0.0,1.8189894035458565e-12,48,55555.555555555555,1667705.6530403155
52,119782614.46091129,200000000,44.2254954513077,968486.9113544734,96849.06468064996,8716378.466738233,968490.6468064995,75239607.76131092,9704327.02650886,1.0,7789188.799960881,2074152,0.0,9.094947017729282e-13,49,55555.555555555555,1743275.6933476469
53,120867485.7042763,200000000,45.388021776700356,791343.5370901008,79134.44415457682,7122090.92935524,791344.4415457682,74776958.74016817,9783461.470663438,1.0,6354327.185319828,1749878,0.0,4.547473508864641e-13,50,55555.555555555555,1424418.1858710481
54,121733823.07908393,200000000,47.64243706970962,1002167.0524391555,100216.74930840485,9019503.031307505,1002167.4930840485,74532843.58758274,9883678.219971843,1.5,8061997.613266092,2274319,0.0,2.2737367544323206e-13,51,55555.555555555555,1803900.606261501
55,122887053.09030281,200000000,48.74837211780958,711205.8510025864,71120.62707963928,6400852.239229471,711206.2707963928,74001835.79858609,9954798.847051483,1.0,5705211.879544774,1694179,0.0,1.1368683772161603e-13,52,55555.555555555555,1280170.4478458944
56,123994405.02635472,200000000,49.928830208004634,748232.9853364332,74823.42161467636,6734095.637217567,748234.2161467636,73516706.08475642,10029622.26866616,1.0,6005131.748750585,1823757,0.0,5.684341886080802e-14,53,55555.555555555555,1346819.1274435136
57,124989175.91131282,200000000,51.29730421227476,852726.5674486851,85272.97720100444,7674535.902476805,852729.7720100443,73144157.42202052,10114895.245867163,1.0,6851529.961234929,2128782,0.0,2.842170943040401e-14,54,55555.555555555555,1534907.180495361
58,126104347.39533556,200000000,52.48227045625788,726119.638682437,72612.0028566473,6535076.358257897,726120.0285664729,72651208.16022,10187507.24872381,1.0,5826013.556760587,1862399,0.0,1.4210854715202004e-14,55,55555.555555555555,1307015.2716515795
59,127083549.96726003,200000000,53.61560297144415,853869.6899050904,85387.31196347579,7684823.779416145,853873.1196347577,72294227.81051776,10272894.560687287,0.8,6860789.275648641,2240651,0.0,7.105427357601002e-15,56,55555.555555555555,1536964.755883229
60,128321944.38114555,200000000,54.79715917342891,588731.2321529187,58873.16051786592,5298580.7163505275,588731.6051786591,71678055.61885445,10331767.721205153,1.2000000000000002,4713167.46218566,1578259,0.0,3.552713678800501e-15,57,55555.555555554434,1059716.1432701056
